id,units,title,Date of Release,notes
TOTCI,Billions of U.S. Dollars,"Commercial and Industrial Loans, All Commercial Banks",,
TOTCINSA,Billions of U.S. Dollars,"Commercial and Industrial Loans, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
TOTLL,Billions of U.S. Dollars,"Loans and Leases in Bank Credit, All Commercial Banks",,
TOTLLNSA,Billions of U.S. Dollars,"Loans and Leases in Bank Credit, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
TOTRESNSW,Millions of Dollars,"Reserves Of Depository Institutions, Total",,"This series is a sum of total reserve balances maintained plus vault cash used to satisfy required reserves.  Effective February 2, 1984, reserve computation and maintenance periods have been changed from weekly to bi-weekly. Series with data prior to February 2, 1984 have different values reported from one week to the next. After February 2, 1984, the value repeats for 2 consecutive weeks."
TREAS10Y,Millions of Dollars,U.S. Treasury securities held by the Federal Reserve: Maturing in over 10 years,,"The total face value of U.S. Treasury securities held by the Federal Reserve. This total is broken out in the lines below. Purchases or sales of U.S. Treasury securities by the Federal Reserve Bank of New York (FRBNY) are made in the secondary market, or with various foreign official and international organizations that maintain accounts at the Federal Reserve. FRBNY's purchases or sales in the secondary market are conducted only through primary dealers.   Bills: The current face value of the Federal Reserve's outright holdings of Treasury bills.  Notes and bonds, nominal: The current face value of the Federal Reserve's outright holdings of nominal Treasury notes and bonds.  Notes and bonds, inflation-indexed: The current face value of the Federal Reserve's outright holdings of inflation-indexed Treasury notes and bonds.  Inflation compensation: Inflation compensation reflects adjustments for the effects of inflation to the principal of inflation-indexed securities."
TREAS15,Millions of Dollars,U.S. Treasury securities held by the Federal Reserve: Maturing within 15 days,,"The total face value of U.S. Treasury securities held by the Federal Reserve. This total is broken out in the lines below. Purchases or sales of U.S. Treasury securities by the Federal Reserve Bank of New York (FRBNY) are made in the secondary market, or with various foreign official and international organizations that maintain accounts at the Federal Reserve. FRBNY's purchases or sales in the secondary market are conducted only through primary dealers.   Bills: The current face value of the Federal Reserve's outright holdings of Treasury bills.  Notes and bonds, nominal: The current face value of the Federal Reserve's outright holdings of nominal Treasury notes and bonds.  Notes and bonds, inflation-indexed: The current face value of the Federal Reserve's outright holdings of inflation-indexed Treasury notes and bonds.  Inflation compensation: Inflation compensation reflects adjustments for the effects of inflation to the principal of inflation-indexed securities."
TREAS1590,Millions of Dollars,U.S. Treasury securities held by the Federal Reserve: Maturing in 16 days to 90 days,,"The total face value of U.S. Treasury securities held by the Federal Reserve. This total is broken out in the lines below. Purchases or sales of U.S. Treasury securities by the Federal Reserve Bank of New York (FRBNY) are made in the secondary market, or with various foreign official and international organizations that maintain accounts at the Federal Reserve. FRBNY's purchases or sales in the secondary market are conducted only through primary dealers.   Bills: The current face value of the Federal Reserve's outright holdings of Treasury bills.  Notes and bonds, nominal: The current face value of the Federal Reserve's outright holdings of nominal Treasury notes and bonds.  Notes and bonds, inflation-indexed: The current face value of the Federal Reserve's outright holdings of inflation-indexed Treasury notes and bonds.  Inflation compensation: Inflation compensation reflects adjustments for the effects of inflation to the principal of inflation-indexed securities."
TREAS1T5,Millions of Dollars,U.S. Treasury securities held by the Federal Reserve: Maturing in over 1 year to 5 years,,"The total face value of U.S. Treasury securities held by the Federal Reserve. This total is broken out in the lines below. Purchases or sales of U.S. Treasury securities by the Federal Reserve Bank of New York (FRBNY) are made in the secondary market, or with various foreign official and international organizations that maintain accounts at the Federal Reserve. FRBNY's purchases or sales in the secondary market are conducted only through primary dealers.   Bills: The current face value of the Federal Reserve's outright holdings of Treasury bills.  Notes and bonds, nominal: The current face value of the Federal Reserve's outright holdings of nominal Treasury notes and bonds.  Notes and bonds, inflation-indexed: The current face value of the Federal Reserve's outright holdings of inflation-indexed Treasury notes and bonds.  Inflation compensation: Inflation compensation reflects adjustments for the effects of inflation to the principal of inflation-indexed securities."
TREAS5T10,Millions of Dollars,U.S. Treasury securities held by the Federal Reserve: Maturing in over 5 years to 10 years,,"The total face value of U.S. Treasury securities held by the Federal Reserve. This total is broken out in the lines below. Purchases or sales of U.S. Treasury securities by the Federal Reserve Bank of New York (FRBNY) are made in the secondary market, or with various foreign official and international organizations that maintain accounts at the Federal Reserve. FRBNY's purchases or sales in the secondary market are conducted only through primary dealers.   Bills: The current face value of the Federal Reserve's outright holdings of Treasury bills.  Notes and bonds, nominal: The current face value of the Federal Reserve's outright holdings of nominal Treasury notes and bonds.  Notes and bonds, inflation-indexed: The current face value of the Federal Reserve's outright holdings of inflation-indexed Treasury notes and bonds.  Inflation compensation: Inflation compensation reflects adjustments for the effects of inflation to the principal of inflation-indexed securities."
TREAS911Y,Millions of Dollars,U.S. Treasury securities held by the Federal Reserve: Maturing in 91 days to 1 year,,"The total face value of U.S. Treasury securities held by the Federal Reserve. This total is broken out in the lines below. Purchases or sales of U.S. Treasury securities by the Federal Reserve Bank of New York (FRBNY) are made in the secondary market, or with various foreign official and international organizations that maintain accounts at the Federal Reserve. FRBNY's purchases or sales in the secondary market are conducted only through primary dealers.   Bills: The current face value of the Federal Reserve's outright holdings of Treasury bills.  Notes and bonds, nominal: The current face value of the Federal Reserve's outright holdings of nominal Treasury notes and bonds.  Notes and bonds, inflation-indexed: The current face value of the Federal Reserve's outright holdings of inflation-indexed Treasury notes and bonds.  Inflation compensation: Inflation compensation reflects adjustments for the effects of inflation to the principal of inflation-indexed securities."
TREAST,Millions of Dollars,U.S. Treasury securities held by the Federal Reserve: All Maturities,,"The total face value of U.S. Treasury securities held by the Federal Reserve. This total is broken out in the lines below. Purchases or sales of U.S. Treasury securities by the Federal Reserve Bank of New York (FRBNY) are made in the secondary market, or with various foreign official and international organizations that maintain accounts at the Federal Reserve. FRBNY's purchases or sales in the secondary market are conducted only through primary dealers.   Bills: The current face value of the Federal Reserve's outright holdings of Treasury bills.  Notes and bonds, nominal: The current face value of the Federal Reserve's outright holdings of nominal Treasury notes and bonds.  Notes and bonds, inflation-indexed: The current face value of the Federal Reserve's outright holdings of inflation-indexed Treasury notes and bonds.  Inflation compensation: Inflation compensation reflects adjustments for the effects of inflation to the principal of inflation-indexed securities."
TWEXB,Index Jan 1997=100,Trade Weighted U.S. Dollar Index: Broad,,"Averages of daily figures. A weighted average of the foreign exchange value of the U.S. dollar against the currencies of a broad group of major U.S. trading partners. Broad currency index includes the Euro Area, Canada, Japan, Mexico, China, United Kingdom, Taiwan, Korea, Singapore, Hong Kong, Malaysia, Brazil, Switzerland, Thailand, Philippines, Australia, Indonesia, India, Israel, Saudi Arabia, Russia, Sweden, Argentina, Venezuela, Chile and Colombia. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf."
TWEXM,Index Mar 1973=100,Trade Weighted U.S. Dollar Index: Major Currencies,,"Averages of daily figures. A weighted average of the foreign exchange value of the U.S. dollar against a subset of the broad index currencies that circulate widely outside the country of issue. Major currency index includes the Euro Area, Canada, Japan, United Kingdom, Switzerland, Australia, and Sweden. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf."
TWEXO,Index Jan 1997=100,Trade Weighted U.S. Dollar Index: Other Important Trading Partners,,"Averages of daily figures. A weighted average of the foreign exchange value of the U.S. dollar against a subset of the broad index currencies that do not circulate widely outside the country of issue. Countries whose currencies are included in the other important trading partners index are Mexico, China, Taiwan, Korea, Singapore, Hong Kong, Malaysia, Brazil, Thailand, Philippines, Indonesia, India, Israel, Saudi Arabia, Russia, Argentina, Venezuela, Chile and Colombia. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf."
TXCCLAIMS,Number,Continued Claims (Insured Unemployment) in Texas,,
TXCEMPLOY,Number,Covered Employment in Texas,,
TXICLAIMS,Number,Initial Claims in Texas,,
TXINSUREDUR,Percent,Insured Unemployment Rate in Texas,,
UTCCLAIMS,Number,Continued Claims (Insured Unemployment) in Utah,,
UTCEMPLOY,Number,Covered Employment in Utah,,
UTICLAIMS,Number,Initial Claims in Utah,,
UTINSUREDUR,Percent,Insured Unemployment Rate in Utah,,
VACCLAIMS,Number,Continued Claims (Insured Unemployment) in Virginia,,
VACEMPLOY,Number,Covered Employment in Virginia,,
VAICLAIMS,Number,Initial Claims in Virginia,,
VAINSUREDUR,Percent,Insured Unemployment Rate in Virginia,,
VAULTSURW,Millions of Dollars,"Vault Cash, Surplus",,"Vault cash eligible to satisfy reserve requirements that's held by institutions not exempt from reserve requirements. This series is calculated as Total vault cash eligible to satisfy reserve requirements, held by institutions not exempt from reserve requirements (http://research.stlouisfed.org/fred2/series/TLVAULTW), minus the amount used to satisfy reserve requirements (http://research.stlouisfed.org/fred2/series/VAULTW).  Effective February 2, 1984, reserve computation and maintenance periods have been changed from weekly to bi-weekly. Series with data prior to February 2, 1984 have different values reported from one week to the next. After February 2, 1984, the value repeats for 2 consecutive weeks."
VAULTW,Millions of Dollars,"Vault Cash, Used To Satisfy Required Reserves",,"Vault cash eligible to satisfy reserve requirements that's held by institutions not exempt from reserve requirements. All vault cash held during the lagged computation period by ""bound"" institutions (that is, those whose required reserves exceed their vault cash) plus the amount of vault cash applied during the maintenance period by ""nonbound"" institutions (that is, those whose vault cash exceeds their required reserves) to satisfy current reserve requirements.  Effective February 2, 1984, reserve computation and maintenance periods have been changed from weekly to bi-weekly. Series with data prior to February 2, 1984 have different values reported from one week to the next. After February 2, 1984, the value repeats for 2 consecutive weeks."
VIRCCLAIMS,Number,Continued Claims (Insured Unemployment) in U.S. Virgin Islands,,
VIRCEMPLOY,Number,Covered Employment in U.S. Virgin Islands,,
VIRICLAIMS,Number,Initial Claims in U.S. Virgin Islands,,
VIRINSUREDUR,Number,Insured Unemployment Rate in U.S. Virgin Islands,,
VTCCLAIMS,Number,Continued Claims (Insured Unemployment) in Vermont,,
VTCEMPLOY,Number,Covered Employment in Vermont,,
VTICLAIMS,Number,Initial Claims in Vermont,,
VTINSUREDUR,Percent,Insured Unemployment Rate in Vermont,,
WAAA,Percent,Moody's Seasoned Aaa Corporate Bond Yieldå©,,"Averages of daily data.  Copyright, 2014, Moody's Investor Services. Reprinted with permission. Moody's tries to include bonds with remaining maturities as close as possible to 30 years. Moody's drops bonds if the remaining life falls below 20 years, if the bond is susceptible to redemption, or if the rating changes."
WABPL,Millions of Dollars,Assets - Bank Premises,,"This item is the initial cost of the land and buildings of the Reserve Banks and branches, less an allowance for depreciation on buildings and including building-related machinery and equipment."
WACBS,Millions of Dollars,Assets - Central Bank Liquidity Swaps,,"The FOMC has authorized temporary reciprocal currency arrangements (central bank liquidity swaps) with certain foreign central banks to help provide liquidity in U.S. dollars to overseas markets. These swaps involve two transactions. First, when the foreign central bank draws on the swap line, it sells a specified amount of its currency to the Federal Reserve in exchange for dollars at the prevailing market exchange rate. The foreign currency that the Federal Reserve acquires is placed in an account for the Federal Reserve at the foreign central bank. This line in the statistical release reports the dollar value of the foreign currency held under these swaps. Second, the dollars that the Federal Reserve provides are deposited in an account for the foreign central bank at the Federal Reserve Bank of New York. At the same time as the draw on the swap line, the Federal Reserve and the foreign central bank enter into a binding agreement for a second transaction in which the foreign central bank is obligated to repurchase the foreign currency at a specified future date at the same exchange rate. At the conclusion of the second transaction, the foreign central bank pays a market-based rate of interest to the Federal Reserve. Central bank liquidity swaps are of various maturities, ranging from overnight to three months."
WACCLAIMS,Number,Continued Claims (Insured Unemployment) in Washington,,
WACEMPLOY,Number,Covered Employment in Washington,,
WACL,Millions of Dollars,Assets - Coin,,This item indicates the value of coin on hand at Federal Reserve Banks. The Reserve Banks buy coin at face value from the U.S. Treasury's Bureau of the Mint in order to fill orders from depository institutions.
WAICLAIMS,Number,Initial Claims in Washington,,
WAINSUREDUR,Percent,Insured Unemployment Rate in Washington,,
WALCL,Millions of Dollars,"All Federal Reserve Banks - Total Assets, Eliminations from Consolidation",,
WALL,Millions of Dollars,"All Federal Reserve Banks - Total Assets, Eliminations from Consolidation",,"These data are amounts that are eliminated when consolidating the balance sheets of the 12 Reserve Banks into a single balance sheet. Cash items in transit between Reserve Banks (or Reserve Bank branches) are eliminated from ""Items in Process of Collection"" and from ""Deferred Availability Cash Items"" to avoid double counting."
WALLNL,Millions of Dollars,Assets - Loans,,"Loans is the sum of ""Primary credit,"" ""Secondary credit,"" ""Seasonal credit,"" ""Term Asset-Backed Securities Loan Facility,"" and ""Other credit extensions."
WAML1L,Millions of Dollars,Assets - Net Portfolio Holdings of Maiden Lane LLC,,"To facilitate the acquisition of the Bear Stearns Companies, Inc. by JPMorgan Chase & Co., the Federal Reserve Bank of New York (FRBNY) created and extended credit to Maiden Lane LLC. Maiden Lane LLC is a limited liability company formed to acquire certain assets of Bear Stearns and to manage those assets through time to maximize the repayment of credit extended to it and to minimize disruption to financial markets. This line reports the fair value of the assets held by the LLC. Because the FRBNY is the primary beneficiary of the LLC, the assets and liabilities of the LLC are consolidated onto the books of the FRBNY."
WAML2L,Millions of Dollars,Assets - Net Portfolio Holdings of Maiden Lane II LLC,,"On December 12, 2008, FRBNY began extending credit to Maiden Lane II LLC, a company formed as part of a restructuring of the government's financial support to AIG, to purchase residential mortgage-backed security (RMBS) assets from AIG subsidiaries. This line reports the fair value of the RMBS held by the LLC. Because the FRBNY is the primary beneficiary of the LLC, the assets and liabilities of the LLC are consolidated onto the books of the FRBNY."
WAML3L,Millions of Dollars,Assets - Net Portfolio Holdings of Maiden Lane III LLC,,"On November 25, 2008, the FRBNY began extending credit to Maiden Lane III LLC, a company formed to purchase multi-sector collateralized debt obligations (CDOs) on which the Financial Products group of AIG had written credit default swap (CDS) contracts. This line reports the fair value of the CDOs held by the LLC. Because the FRBNY is the primary beneficiary of the LLC, the assets and liabilities of the LLC are consolidated onto the balance sheet of the FRBNY."
WAOAL,Millions of Dollars,Assets - Other Assets,,
WARAL,Millions of Dollars,Assets - Repurchase Agreements,,"Repurchase agreements reflect some of the Federal Reserve's temporary open market operations. Repurchase agreements are transactions in which securities are purchased from a primary dealer under an agreement to sell them back to the dealer on a specified date in the future. The difference between the purchase price and the repurchase price reflects an interest payment. The Federal Reserve may enter into repurchase agreements for up to 65 business days, but the typical maturity is between one and 14 days. Federal Reserve repurchase agreements supply reserve balances to the banking system for the length of the agreement. The Federal Reserve employs a naming convention for these transactions based on the perspective of the primary dealers: the dealers receive cash while the Federal Reserve receives the collateral."
WASDRAL,Millions of Dollars,Assets - Special Drawing Rights Certificate Account,,
WBAA,Percent,Moody's Seasoned Baa Corporate Bond Yieldå©,,"Averages of daily data.  Copyright, 2014, Moody's Investor Services. Reprinted with permission.  Moody's tries to include bonds with remaining maturities as close as possible to 30 years. Moody's drops bonds if the remaining life falls below 20 years, if the bond is susceptible to redemption, or if the rating changes."
WCBLSA,Millions of Dollars,Factors Supplying Reserve Balances - Central Bank Liquidity Swaps,,"The FOMC has authorized temporary reciprocal currency arrangements (central bank liquidity swaps) with certain foreign central banks to help provide liquidity in U.S. dollars to overseas markets. These swaps involve two transactions. First, when the foreign central bank draws on the swap line, it sells a specified amount of its currency to the Federal Reserve in exchange for dollars at the prevailing market exchange rate. The foreign currency that the Federal Reserve acquires is placed in an account for the Federal Reserve at the foreign central bank. This line in the statistical release reports the dollar value of the foreign currency held under these swaps.Second, the dollars that the Federal Reserve provides are deposited in an account for the foreign central bank at the Federal Reserve Bank of New York. At the same time as the draw on the swap line, the Federal Reserve and the foreign central bank enter into a binding agreement for a second transaction in which the foreign central bank is obligated to repurchase the foreign currency at a specified future date at the same exchange rate. At the conclusion of the second transaction, the foreign central bank pays a market-based rate of interest to the Federal Reserve. Central bank liquidity swaps are of various maturities, ranging from overnight to three months."
WCICL,Millions of Dollars,Factors Absorbing Reserve Funds - Currency in Circulation,,"Currency in circulation includes paper currency and coin held both by the public and in the vaults of depository institutions. The total includes Treasury estimates of coins outstanding and Treasury paper currency outstanding. This definition of currency in circulation differs from the currency component of the money stock, a measure of currency used in some other Federal Reserve reports (for example, the H.6 release), which excludes currency held in vaults of depository institutions."
WCOILBRENTEU,Dollars per Barrel,Crude Oil Prices: Brent - Europe,,"Definitions, Sources and Explanatory Notes:                     http://www.eia.doe.gov/dnav/pet/TblDefs/pet_pri_spt_tbldef2.asp"
WCOILWTICO,Dollars per Barrel,"Crude Oil Prices: West Texas Intermediate (WTI) - Cushing, Oklahoma",,"Definitions, Sources and Explanatory Notes:                     http://www.eia.doe.gov/dnav/pet/TblDefs/pet_pri_spt_tbldef2.asp"
WCPCA,Millions of Dollars,Capital - Other Capital Accounts,,"These accounts used to consist of the unallocated net earnings since the last payment of dividends to stockholders, the amount necessary to equate surplus to paid in capital at year-end, and the accumulated interest to be paid to the Treasury on outstanding Federal Reserve notes. Effective January 1, 2011, the amounts described in the latter sentence will be recorded as a liability, and will be included in Other liabilities and capital accounts on table 1, Other liabilities and accrued dividends on table 9, and Interest on Federal Reserve notes due to U.S. Treasury on table 10."
WCPF1M,Percent,1-Month AA Financial Commercial Paper Rate,,"Averages of Business Days, Discount Basis"
WCPF2M,Percent,2-Month AA Financial Commercial Paper Rate,,"Averages of Business Days, Discount Basis"
WCPF3M,Percent,3-Month AA Financial Commercial Paper Rate,,"Averages of Business Days, Discount Basis"
WCPIL,Millions of Dollars,Capital - Capital Paid in,,"Banks that are members of the Federal Reserve System make payments for Federal Reserve Bank capital stock. Each member is required by law to become a shareholder and subscribe to shares of its district Reserve Bank in an amount equal to 6 percent of its own paid-in capital and surplus. Of this amount, half must be paid to the Federal Reserve and half remains subject to call by the Board of Governors. When a member's capital or surplus changes, its holdings of Reserve Bank stock must be adjusted accordingly."
WCPN1M,Percent,1-Month AA Nonfinancial Commercial Paper Rate,,"Averages of Business Days, Discount Basis"
WCPN2M,Percent,2-Month AA Nonfinancial Commercial Paper Rate,,"Averages of Business Days, Discount Basis"
WCPN3M,Percent,3-Month AA Nonfinancial Commercial Paper Rate,,"Averages of Business Days, Discount Basis"
WCSL,Millions of Dollars,Capital - Surplus,,"After expenses are paid and the statutory cumulative 6 percent dividend on paid-in capital stock is met, Reserve Banks are required by law to pay a part of net earnings into surplus so that surplus equals the amount of capital paid in."
WCTCL,Millions of Dollars,Capital - Total Capital,,"Total capital is the sum of ""capital paid in,"" ""surplus,"" and ""other capital accounts."
WCURCIR,Billions of Dollars,Currency in Circulation,,"1984-1985 and Jan 11-Mar 15, 1989: Annual Statistical Digest 1984, 1985, 1989 Table 2. Jan 8, 1986 to date except weeks ending Jan 11, 1989 - Mar 15, 1989: Federal Reserve Board H.4.1.  Currency in circulation includes paper currency and coin held both by the public and in the vaults of depository institutions. The total includes Treasury estimates of coins outstanding and Treasury paper currency outstanding. This definition of currency in circulation differs from the currency component of the money stock, a measure of currency used in some other Federal Reserve reports (for example, the H.6 release), which excludes currency held in vaults of depository institutions."
WCURRNS,Billions of Dollars,Currency Component of M1,,"The currency component of M1, sometimes called ""money stock currency,"" is defined as currency in circulation outside the U.S. Treasury and Federal Reserve Banks. Data on total currency in circulation are obtained weekly from balance sheets of the Federal Reserve Banks and from the U.S. Treasury. Weekly currency in circulation data are published each week on the Federal Reserve Board's H.4.1 statistical release ""Factors Affecting Reserve Balances of Depository Institutions and Condition Statement of Federal Reserve Banks."" Vault cash is reported on the FR 2900 and subtracted from total currency in circulation. For institutions that do not file the FR 2900, vault cash is estimated using data reported on the Call Reports."
WDDNS,Billions of Dollars,Demand Deposits at Commercial Banks,,"The demand deposits component of M1 is defined as total demand deposits at commercial banks and foreign related institutions other than those due to the U.S. government, U.S. and foreign depository institutions, and foreign official institutions. In order to avoid double counting those deposits that are simultaneously on the books of two depository institutions, the demand deposit component of M1 excludes cash items in the process of collection (CIPC) and Federal Reserve float. Demand deposits due to depository institutions in the United States and the U.S. government, as well as other demand deposits and CIPC are reported on the FR 2900 and, for institutions that do not file the FR 2900, are estimated using data reported on the Call Reports. Demand deposits held by foreign banks and foreign official institutions are estimated using data reported on the Call Reports. Federal Reserve float is obtained from the consolidated balance sheet of the Federal Reserve Banks, which is published each week in the Federal Reserve Board's H.4.1 statistical release."
WDDSL,Billions of Dollars,Demand Deposits at Commercial Banks,,"The demand deposits component of M1 is defined as total demand deposits at commercial banks and foreign related institutions other than those due to the U.S. government, U.S. and foreign depository institutions, and foreign official institutions. In order to avoid double counting those deposits that are simultaneously on the books of two depository institutions, the demand deposit component of M1 excludes cash items in the process of collection (CIPC) and Federal Reserve float. Demand deposits due to depository institutions in the United States and the U.S. government, as well as other demand deposits and CIPC are reported on the FR 2900 and, for institutions that do not file the FR 2900, are estimated using data reported on the Call Reports. Demand deposits held by foreign banks and foreign official institutions are estimated using data reported on the Call Reports. Federal Reserve float is obtained from the consolidated balance sheet of the Federal Reserve Banks, which is published each week in the Federal Reserve Board's H.4.1 statistical release."
WDFOA,Millions of Dollars,"Factors Absorbing Reserve Funds - Deposits with Federal Reserve Banks, Other than Reserve Balances - Foreign Official",,"Foreign official deposits are balances of foreign central banks and monetary authorities, foreign governments, and other foreign official institutions with accounts at FRBNY. These balances usually are relatively small because the accounts do not bear interest. While transactions in these accounts are handled by FRBNY for balance sheet purposes, the deposits are allocated across all of the Reserve Banks based on each Reserve Bank's capital and surplus."
WDFOL,Millions of Dollars,"Factors Absorbing Reserve Funds - Deposits with Federal Reserve Banks, Other than Reserve Balances - Foreign Official",,"Foreign official deposits are balances of foreign central banks and monetary authorities, foreign governments, and other foreign official institutions with accounts at FRBNY. These balances usually are relatively small because the accounts do not bear interest. While transactions in these accounts are handled by FRBNY for balance sheet purposes, the deposits are allocated across all of the Reserve Banks based on each Reserve Bank's capital and surplus."
WDFUELLA,Dollars per Gallon,Ultra-Low-Sulfur No. 2 Diesel Fuel Prices: Los Angeles,,"Definitions, Sources and Explanatory Notes:                     http://www.eia.doe.gov/dnav/pet/TblDefs/pet_pri_spt_tbldef2.asp"
WDFUELNYH,Dollars per Gallon,Ultra-Low-Sulfur No. 2 Diesel Fuel Prices: New York Harbor,,"Definitions, Sources and Explanatory Notes:                     http://www.eia.doe.gov/dnav/pet/TblDefs/pet_pri_spt_tbldef2.asp"
WDFUELUSGULF,Dollars per Gallon,Ultra-Low-Sulfur No. 2 Diesel Fuel Prices: U.S. Gulf Coast,,"Definitions, Sources and Explanatory Notes:                     http://www.eia.doe.gov/dnav/pet/TblDefs/pet_pri_spt_tbldef2.asp"
WDTGAL,Millions of Dollars,"Factors Absorbing Reserve Funds - Deposits with Federal Reserve Banks, Other than Reserve Balances - U.S. Treasury, General Account",,"This account is the primary operational account of the U.S. Treasury at the Federal Reserve. Virtually all U.S. government disbursements are made from this account. Some tax receipts, primarily individual and other tax payments made directly to the Treasury, are deposited in this account, and it is also used to collect funds from sales of Treasury debt."
WED1,Percent,1-Month Eurodollar Deposit Rate (London),,Annualized using a 360-day year or bank interest. Source: Bloomberg and CTRB ICAP Fixed Income & Money Market Products.
WED3,Percent,3-Month Eurodollar Deposit Rate (London),,Annualized using a 360-day year or bank interest. Source: Bloomberg and CTRB ICAP Fixed Income & Money Market Products.
WED6,Percent,6-Month Eurodollar Deposit Rate (London),,Annualized using a 360-day year or bank interest. Source: Bloomberg and CTRB ICAP Fixed Income & Money Market Products.
WFASEC1,Millions of Dollars,Memorandum Item - Securities Held in Custody for Foreign Official and International Accounts - Federal Agency Debt and Mortgage-backed Securities,,"This item indicates the face value of federal agency securities and current face value of mortgage-backed securities, which is the remaining principal balance of the underlying mortgages."
WFASECL1,Millions of Dollars,Memorandum Item - Securities Held in Custody for Foreign Official and International Accounts - Federal Agency Debt and Mortgage-backed Securities,,"This item indicates the face value of federal agency securities and current face value of mortgage-backed securities, which is the remaining principal balance of the underlying mortgages."
WFCDA,Millions of Dollars,Assets - Foreign Currency Denominated Assets,,
WFEDSEC,Millions of Dollars,Reserve Bank Credit - Securities Held Outright - Federal Agency Debt Securities,,"The current face value of federal agency obligations held by Federal Reserve Banks. These securities are direct obligations of Fannie Mae, Freddie Mac, and the Federal Home Loan Banks."
WFII10,Percent,"10-Year Treasury Inflation-Indexed Security, Constant Maturity",,"For further information regarding treasury constant maturity data, please refer to  http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WFII20,Percent,"20-Year Treasury Inflation-Indexed Security, Constant Maturity",,"For further information regarding treasury constant maturity data, please refer to  http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WFII30,Percent,"30-Year Treasury Inflation-Indexed Security, Constant Maturity",,"For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WFII5,Percent,"5-Year Treasury Inflation-Indexed Security, Constant Maturity",,"For further information regarding treasury constant maturity data, please refer to  http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WFII7,Percent,"7-Year Treasury Inflation-Indexed Security, Constant Maturity",,"For further information regarding treasury constant maturity data, please refer to  http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WGASNYH,Dollars per Gallon,"Conventional Gasoline Prices: New York Harbor, Regular",,"Definitions, Sources and Explanatory Notes:                     http://www.eia.doe.gov/dnav/pet/TblDefs/pet_pri_spt_tbldef2.asp"
WGASUSGULF,Dollars per Gallon,"Conventional Gasoline Prices: U.S. Gulf Coast, Regular",,"Definitions, Sources and Explanatory Notes:                     http://www.eia.doe.gov/dnav/pet/TblDefs/pet_pri_spt_tbldef2.asp"
WGCAL,Millions of Dollars,Assets - Gold Certificate Account,,"The gold certificate account reflects the receipts issued to the Reserve Banks by the Treasury against its gold holdings. In return, the Reserve Banks issue an equal value of credits to the general account of the Treasury, computed at the statutory price of $42.22 per troy ounce. Because nearly all of the gold held by the Treasury has been monetized in this fashion, the Federal Reserve Banks' gold certificate account of $11 billion represents the nation's entire official gold stock."
WGS10YR,Percent,10-Year Treasury Constant Maturity Rate,,"Averages of business days. For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WGS1MO,Percent,1-Month Treasury Constant Maturity Rate,,"Averages of business days. For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WGS1YR,Percent,1-Year Treasury Constant Maturity Rate,,"Averages of business days. For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WGS20YR,Percent,20-Year Treasury Constant Maturity Rate,,"Averages of business days. For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx"
WGS2YR,Percent,2-Year Treasury Constant Maturity Rate,,"Averages of business days. For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
