id,units,title,notes,Mean
DTP3HA32,Percent,"30-1/2-Year 3-3/8% Treasury Inflation-Indexed Bond, Due 4/15/2032ë©","Yield to maturity on accrued principal. Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI) . The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater.  Copyright, 2014, Haver Analytics. Reprinted with permission.",-0.000818526
DTP5A16,Percent,"5-Year 0-1/8% Treasury Inflation-Indexed Note, Due 4/15/2016ë©","Yield to maturity on accrued principal. Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI) . The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater.  Copyright, 2014, Haver Analytics. Reprinted with permission.",6.27E-05
DTP5A17,Percent,"5-Year 0-1/8% Treasury Inflation-Indexed Note, Due 4/15/2017ë©","Yield to maturity on accrued principal.  Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI) . The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater.  Copyright, 2014, Haver Analytics. Reprinted with permission.",0.000733167
DTP5A18,Percent,"5-Year 0-1/8% Treasury Inflation-Indexed Note, Due 4/15/2018ë©","Yield to maturity on accrued principal. Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI) . The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater. Copyright, 2014, Haver Analytics. Reprinted with permission.",0.001695652
DTP5A19,Percent,"5-Year 0-1/8% Treasury Inflation-Indexed Note, Due 4/15/2019ë©","Yield to maturity on accrued principal. Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI) . The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater. Copyright, 2014, Haver Analytics. Reprinted with permission.",7.97E-05
DTWEXB,Index Jan 1997=100,Trade Weighted U.S. Dollar Index: Broad,"A weighted average of the foreign exchange value of the U.S. dollar against the currencies of a broad group of major U.S. trading partners. Broad currency index includes the Euro Area, Canada, Japan, Mexico, China, United Kingdom, Taiwan, Korea, Singapore, Hong Kong, Malaysia, Brazil, Switzerland, Thailand, Philippines, Australia, Indonesia, India, Israel, Saudi Arabia, Russia, Sweden, Argentina, Venezuela, Chile and Colombia. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",0.004186852
DTWEXM,Index Mar 1973=100,Trade Weighted U.S. Dollar Index: Major Currencies,"A weighted average of the foreign exchange value of the U.S. dollar against a subset of the broad index currencies that circulate widely outside the country of issue. Major currencies index includes the Euro Area, Canada, Japan, United Kingdom, Switzerland, Australia, and Sweden. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",-0.00165449
DTWEXO,Index Jan 1997=100,Trade Weighted U.S. Dollar Index: Other Important Trading Partners,"A weighted average of the foreign exchange value of the U.S. dollar against a subset of the broad index currencies that do not circulate widely outside the country of issue. Countries whose currencies are included in the other important trading partners index are Mexico, China, Taiwan, Korea, Singapore, Hong Kong, Malaysia, Brazil, Thailand, Philippines, Indonesia, India, Israel, Saudi Arabia, Russia, Argentina, Venezuela, Chile and Colombia. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",0.010240047
EQMRKTSD678FRBCLE,Units of Stress,Contributions to the Cleveland Financial Stress Index: Equity Markets,This chart shows the contribution of the equity market sector to the CFSI. The contribution to CFSI from the equity market sector includes stock market crashes.,0.000473712
EUR12MD156N,Percent,"12-Month London Interbank Offered Rate (LIBOR), based on Euroë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.000715353
EUR1MTD156N,Percent,"1-Month London Interbank Offered Rate (LIBOR), based on Euroë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.000785689
EUR1WKD156N,Percent,"1-Week London Interbank Offered Rate (LIBOR), based on Euroë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.000804586
EUR2MTD156N,Percent,"2-Month London Interbank Offered Rate (LIBOR), based on Euroë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.000772836
EUR3MTD156N,Percent,"3-Month London Interbank Offered Rate (LIBOR), based on Euroë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.000765651
EUR6MTD156N,Percent,"6-Month London Interbank Offered Rate (LIBOR), based on Euroë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.000745911
EURONTD156N,Percent,"Overnight London Interbank Offered Rate (LIBOR), based on Euroë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.001357461
EVZCLS,Index,CBOE EuroCurrency ETF Volatility Indexë©,"Exchange Traded Funds (ETFs) are shares of trusts that hold portfolios of stocks designed to closely track the price performance and yield of specific indices. Copyright, 2014, Chicago Board Options Exchange, Inc. Reprinted with permission.",0.003014553
FEMRKTSD678FRBCLE,Units of Stress,Contributions to the Cleveland Financial Stress Index: Foreign Exchange Markets,This chart shows the contribution of the foreign exchange market sector to the CFSI. The contribution to CFSI from the foreign exchange market sector includes weighted dollar crashes.,0.000183932
FIN1020AAAMT,Millions of Dollars,"Total Value of Issues, with a Maturity Between 10 and 20 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",-0.227347611
FIN1020AAVOL,Number,"Number of Issues, with a Maturity Between 10 and 20 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",-0.013179572
FIN14AAAMT,Millions of Dollars,"Total Value of Issues, with a Maturity Between 1 and 4 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",-4.003569467
FIN14AAVOL,Number,"Number of Issues, with a Maturity Between 1 and 4 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",-0.179571664
FIN2140AAAMT,Millions of Dollars,"Total Value of Issues, with a Maturity Between 21 and 40 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",-0.133443163
FIN2140AAVOL,Number,"Number of Issues, with a Maturity Between 21 and 40 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",-0.022240527
FIN4180AAAMT,Millions of Dollars,"Total Value of Issues, with a Maturity Between 41 and 80 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",-0.077429984
FIN4180AAVOL,Number,"Number of Issues, with a Maturity Between 41 and 80 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",-0.009060956
FIN59AAAMT,Millions of Dollars,"Total Value of Issues, with a Maturity Between 5 and 9 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",-0.24656782
FIN59AAVOL,Number,"Number of Issues, with a Maturity Between 5 and 9 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",-0.024437122
FINBETAD678FRBCLE,Units of Stress,Contributions to the Cleveland Financial Stress Index: Financial Beta,"This chart shows the contribution of the financial beta to the CFSI. The financial beta measures the contribution of the banking sector to overall stock market volatility. This signals potential insolvency and the strain on bank profitability, relative to broader institutions.",-0.000152698
FINGT80AAAMT,Millions of Dollars,"Total Value of Issues, with a Maturity Greater Than 80 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",0.081823174
FINGT80AAVOL,Number,"Number of Issues, with a Maturity Greater Than 80 Days, Used in Calculating the AA Financial Commercial Paper Rates","For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",-0.011532125
GBP12MD156N,Percent,"12-Month London Interbank Offered Rate (LIBOR), based on British Poundë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.001437383
GBP1MTD156N,Percent,"1-Month London Interbank Offered Rate (LIBOR), based on British Poundë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.00150895
GBP1WKD156N,Percent,"1-Week London Interbank Offered Rate (LIBOR), based on British Poundë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.001537817
GBP2MTD156N,Percent,"2-Month London Interbank Offered Rate (LIBOR), based on British Poundë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.001472545
GBP3MTD156N,Percent,"3-Month London Interbank Offered Rate (LIBOR), based on British Poundë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.001516323
GBP6MTD156N,Percent,"6-Month London Interbank Offered Rate (LIBOR), based on British Poundë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.001495403
GBPONTD156N,Percent,"Overnight London Interbank Offered Rate (LIBOR), based on British Poundë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.001455007
GOLDAMGBD228NLBM,U.S. Dollars per Troy Ounce,"Gold Fixing Price 10:30 A.M. (London time) in London Bullion Market, based in U.S. Dollars","The Fixings are an open process at which market participants can transact business on the basis of a single quoted price. Orders can be changed throughout the proceedings as the price is moved higher and lower until such time as buyers' and sellers' orders are satisfied and the price is said to be 'fixed'. Orders executed at the fixings are conducted as principal-to-principal transactions between the client and the dealer through whom the order is placed. If you wish to use the gold or silver Fixing prices for commercial purposes, including to incorporate them into commercial products which you intend to market, sell or otherwise provide to third parties, you must pay the required fee and obtain a licence from The London Gold Market Fixing Limited and / or The London Silver Market Fixing Limited as appropriate. See www.goldfixing.com and www.silverfixing.com for full details. The London Bullion Market Association, The London Gold Market Fixing Limited and The London Silver Market Fixing Limited accept no liability or responsibility for the accuracy of the prices, any underlying product to which the prices may be referenced or otherwise in connection with your reliance on the published prices or their subsequent use.",0.093386598
GOLDAMGBD229NLBM,British Pounds per Troy Ounce,"Gold Fixing Price 10:30 A.M. (London time) in London Bullion Market, based in British Pounds","The Fixings are an open process at which market participants can transact business on the basis of a single quoted price. Orders can be changed throughout the proceedings as the price is moved higher and lower until such time as buyers' and sellers' orders are satisfied and the price is said to be 'fixed'. Orders executed at the fixings are conducted as principal-to-principal transactions between the client and the dealer through whom the order is placed. If you wish to use the gold or silver Fixing prices for commercial purposes, including to incorporate them into commercial products which you intend to market, sell or otherwise provide to third parties, you must pay the required fee and obtain a licence from The London Gold Market Fixing Limited and / or The London Silver Market Fixing Limited as appropriate. See www.goldfixing.com and www.silverfixing.com for full details. The London Bullion Market Association, The London Gold Market Fixing Limited and The London Silver Market Fixing Limited accept no liability or responsibility for the accuracy of the prices, any underlying product to which the prices may be referenced or otherwise in connection with your reliance on the published prices or their subsequent use.",0.061429959
GOLDAMGBD230NLBM,Euros per Troy Ounce,"Gold Fixing Price 10:30 A.M. (London time) in London Bullion Market, based in Euros","The Fixings are an open process at which market participants can transact business on the basis of a single quoted price. Orders can be changed throughout the proceedings as the price is moved higher and lower until such time as buyers' and sellers' orders are satisfied and the price is said to be 'fixed'. Orders executed at the fixings are conducted as principal-to-principal transactions between the client and the dealer through whom the order is placed. If you wish to use the gold or silver Fixing prices for commercial purposes, including to incorporate them into commercial products which you intend to market, sell or otherwise provide to third parties, you must pay the required fee and obtain a licence from The London Gold Market Fixing Limited and / or The London Silver Market Fixing Limited as appropriate. See www.goldfixing.com and www.silverfixing.com for full details. The London Bullion Market Association, The London Gold Market Fixing Limited and The London Silver Market Fixing Limited accept no liability or responsibility for the accuracy of the prices, any underlying product to which the prices may be referenced or otherwise in connection with your reliance on the published prices or their subsequent use.",0.192048897
GOLDPMGBD228NLBM,U.S. Dollars per Troy Ounce,"Gold Fixing Price 3:00 P.M. (London time) in London Bullion Market, based in U.S. Dollars","The Fixings are an open process at which market participants can transact business on the basis of a single quoted price. Orders can be changed throughout the proceedings as the price is moved higher and lower until such time as buyers' and sellers' orders are satisfied and the price is said to be 'fixed'. Orders executed at the fixings are conducted as principal-to-principal transactions between the client and the dealer through whom the order is placed. If you wish to use the gold or silver Fixing prices for commercial purposes, including to incorporate them into commercial products which you intend to market, sell or otherwise provide to third parties, you must pay the required fee and obtain a licence from The London Gold Market Fixing Limited and / or The London Silver Market Fixing Limited as appropriate. See www.goldfixing.com and www.silverfixing.com for full details. The London Bullion Market Association, The London Gold Market Fixing Limited and The London Silver Market Fixing Limited accept no liability or responsibility for the accuracy of the prices, any underlying product to which the prices may be referenced or otherwise in connection with your reliance on the published prices or their subsequent use.",0.094375211
GOLDPMGBD229NLBM,British Pounds per Troy Ounce,"Gold Fixing Price 3:00 P.M. (London time) in London Bullion Market, based in British Pounds","The Fixings are an open process at which market participants can transact business on the basis of a single quoted price. Orders can be changed throughout the proceedings as the price is moved higher and lower until such time as buyers' and sellers' orders are satisfied and the price is said to be 'fixed'. Orders executed at the fixings are conducted as principal-to-principal transactions between the client and the dealer through whom the order is placed. If you wish to use the gold or silver Fixing prices for commercial purposes, including to incorporate them into commercial products which you intend to market, sell or otherwise provide to third parties, you must pay the required fee and obtain a licence from The London Gold Market Fixing Limited and / or The London Silver Market Fixing Limited as appropriate. See www.goldfixing.com and www.silverfixing.com for full details. The London Bullion Market Association, The London Gold Market Fixing Limited and The London Silver Market Fixing Limited accept no liability or responsibility for the accuracy of the prices, any underlying product to which the prices may be referenced or otherwise in connection with your reliance on the published prices or their subsequent use.",0.062238095
GOLDPMGBD230NLBM,Euros per Troy Ounce,"Gold Fixing Price 3:00 P.M. (London time) in London Bullion Market, based in Euros","The Fixings are an open process at which market participants can transact business on the basis of a single quoted price. Orders can be changed throughout the proceedings as the price is moved higher and lower until such time as buyers' and sellers' orders are satisfied and the price is said to be 'fixed'. Orders executed at the fixings are conducted as principal-to-principal transactions between the client and the dealer through whom the order is placed. If you wish to use the gold or silver Fixing prices for commercial purposes, including to incorporate them into commercial products which you intend to market, sell or otherwise provide to third parties, you must pay the required fee and obtain a licence from The London Gold Market Fixing Limited and / or The London Silver Market Fixing Limited as appropriate. See www.goldfixing.com and www.silverfixing.com for full details. The London Bullion Market Association, The London Gold Market Fixing Limited and The London Silver Market Fixing Limited accept no liability or responsibility for the accuracy of the prices, any underlying product to which the prices may be referenced or otherwise in connection with your reliance on the published prices or their subsequent use.",0.194959189
GVZCLS,Index,CBOE Gold ETF Volatility Indexë©,"Exchange Traded Funds (ETFs) are shares of trusts that hold portfolios of stocks designed to closely track the price performance and yield of specific indices. Copyright, 2014, Chicago Board Options Exchange, Inc. Reprinted with permission.",-0.004288914
IBCOBD678FRBCLE,Units of Stress,Contributions to the Cleveland Financial Stress Index: Interbank Cost Of Borrowing,This chart shows the contribution of the interbank cost of borrowing spread to the CFSI. This spread is used to measure counterparty risk and is used to measure the degree of apprehension with which banks loan to one another. It is calculated as the difference between the 3-Month LIBOR and the Federal Funds Rate.,-0.000284574
IBLSD678FRBCLE,Units of Stress,Contributions to the Cleveland Financial Stress Index: Interbank Liquidity Spread,"This chart shows the contribution of the interbank liquidity spread to the CFSI. The interbank liquidity spread is measured as the difference between the 3-Month LIBOR and the 3-Month US Treasury Yield. The spread reflects the perception of counterparty risk in interbank lending by measuring the risk premium associated with lending to commercial banks. The spread increases when either market liquidity is scarce or when counterparty default risk increases, both of which are associated with increasing financial stress.",-0.000109318
IBMRKTSD678FRBCLE,Units of Stress,Contributions to the Cleveland Financial Stress Index: Interbank or Funding Markets,"This chart shows the contribution of the interbank/funding market sector to the CFSI. The contributions to CFSI from the interbank/funding market sector include: the bank bond spread, the financial beta, the interbank cost of borrowing, and the interbank liquidity spread.",-0.000251605
JPY12MD156N,Percent,"12-Month London Interbank Offered Rate (LIBOR), based on Japanese Yenë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.000831423
JPY1MTD156N,Percent,"1-Month London Interbank Offered Rate (LIBOR), based on Japanese Yenë©","The data series is lagged by one week due to an agreement with the source. London Interbank Offered Rate is the average interest rate at which leading banks borrow funds of a sizeable amount from other banks in the London market. Libor is the most widely used ""benchmark"" or reference rate for short term interest rates  In consideration for ICE Benchmark Administration Limited (""IBA"") coordinating and the Libor Contributor Banks supplying the data from which ICE LIBOR is compiled, the subscriber acknowledges and agrees that, to the fullest extent permitted by law, none of the IBA or the LIBOR Contributor Banks: (1) accept any responsibility or liability for the frequency of provision and accuracy of the ICE LIBOR rate or any use made of the ICE LIBOR rate by the subscriber, whether or not arising from the negligence of any of IBA or the LIBOR Contributor Banks; or (2) shall be liable for any loss of business or profits nor any direct, indirect or consequential loss or damage resulting from any such irregularity, inaccuracy or use of the Information.  Copyright, 2014, ICE Benchmark Administration.",-0.000961071
